run_id,num_chunks,mapper_count,split,map_serial_sum,map_max,map_wall,reduce,end_to_end_serial,end_to_end_parallel_est,result_url
bc92785e,1,1,0.19446206092834473,0.14119195938110352,0.14119195938110352,0.14155125617980957,0.14931106567382812,0.48496508598327637,0.4853243827819824,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,1,0.13320493698120117,0.11733198165893555,0.11733198165893555,0.11826801300048828,0.09405207633972168,0.3445889949798584,0.34552502632141113,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,1,0.11466097831726074,0.18129181861877441,0.18129181861877441,0.18203210830688477,0.11327171325683594,0.4092245101928711,0.40996479988098145,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,1,0.12394428253173828,0.15204811096191406,0.15204811096191406,0.15233206748962402,0.08531808853149414,0.3613104820251465,0.36159443855285645,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,1,0.12912321090698242,0.18670916557312012,0.18670916557312012,0.187424898147583,0.09435820579528809,0.4101905822753906,0.4109063148498535,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,1,0.19324111938476562,0.1872391700744629,0.09389424324035645,0.18836212158203125,0.12746500968933105,0.5079452991485596,0.5090682506561279,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,1,0.17488598823547363,0.18641901016235352,0.09815406799316406,0.18725085258483887,0.1249847412109375,0.48628973960876465,0.48712158203125,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,1,0.11834383010864258,0.20311427116394043,0.10570812225341797,0.20404791831970215,0.1185610294342041,0.4400191307067871,0.44095277786254883,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,1,0.16313862800598145,0.21545004844665527,0.11500811576843262,0.21599984169006348,0.12203502655029297,0.5006237030029297,0.5011734962463379,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,1,0.10965514183044434,0.204725980758667,0.10766887664794922,0.20595598220825195,0.12822604179382324,0.44260716438293457,0.44383716583251953,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,1,0.15203094482421875,0.29004383087158203,0.09770703315734863,0.29172778129577637,0.1461801528930664,0.5882549285888672,0.5899388790130615,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,1,0.1986231803894043,0.26732897758483887,0.09699201583862305,0.2689378261566162,0.14563989639282227,0.6115920543670654,0.6132009029388428,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,1,0.16161704063415527,0.2856884002685547,0.09703683853149414,0.2873799800872803,0.1420280933380127,0.5893335342407227,0.5910251140594482,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,1,0.15232586860656738,0.2908775806427002,0.10534477233886719,0.2917671203613281,0.14577889442443848,0.588982343673706,0.589871883392334,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,1,0.1526956558227539,0.2767510414123535,0.09395813941955566,0.2781999111175537,0.14005780220031738,0.5695044994354248,0.570953369140625,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,1,0.2103729248046875,0.5887916088104248,0.13317298889160156,0.5916640758514404,0.21795105934143066,1.017115592956543,1.0199880599975586,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,1,0.22042298316955566,0.5605869293212891,0.1282491683959961,0.5658960342407227,0.25089406967163086,1.0319039821624756,1.0372130870819092,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,1,0.24448108673095703,0.5148158073425293,0.09122776985168457,0.5166339874267578,0.21145200729370117,0.9707489013671875,0.972567081451416,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,1,0.2225959300994873,0.642780065536499,0.1262812614440918,0.6465969085693359,0.2301950454711914,1.0955710411071777,1.0993878841400146,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,1,0.21099376678466797,0.5240321159362793,0.09118485450744629,0.5257449150085449,0.22638273239135742,0.9614086151123047,0.9631214141845703,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,1,0.3220350742340088,0.7973241806030273,0.09980010986328125,0.8008930683135986,0.32397007942199707,1.4433293342590332,1.4468982219696045,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,1,0.2935051918029785,0.7891199588775635,0.09380316734313965,0.7918472290039062,0.3002500534057617,1.3828752040863037,1.3856024742126465,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,1,0.3514060974121094,0.7758469581604004,0.08927321434020996,0.7783808708190918,0.3474578857421875,1.4747109413146973,1.4772448539733887,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,1,0.30925893783569336,0.7811706066131592,0.08981871604919434,0.7847030162811279,0.2755851745605469,1.3660147190093994,1.3695471286773682,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,1,0.2921459674835205,0.843698263168335,0.12352299690246582,0.8474328517913818,0.300095796585083,1.4359400272369385,1.4396746158599854,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,2,0.13152694702148438,0.10936808586120605,0.10936808586120605,0.11032891273498535,0.09046602249145508,0.3313610553741455,0.3323218822479248,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,2,0.14777016639709473,0.1351790428161621,0.1351790428161621,0.13612985610961914,0.0945887565612793,0.37753796577453613,0.37848877906799316,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,2,0.10765695571899414,0.11958074569702148,0.11958074569702148,0.12051510810852051,0.08924007415771484,0.31647777557373047,0.3174121379852295,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,2,0.1380910873413086,0.17197918891906738,0.17197918891906738,0.172806978225708,0.09279298782348633,0.4028632640838623,0.40369105339050293,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,2,0.16670703887939453,0.11471080780029297,0.11471080780029297,0.1152498722076416,0.08768606185913086,0.36910390853881836,0.369642972946167,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,2,0.1657400131225586,0.2295210361480713,0.1319410800933838,0.13315701484680176,0.11538887023925781,0.5106499195098877,0.41428589820861816,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,2,0.11774206161499023,0.21239590644836426,0.12040591239929199,0.12093496322631836,0.12752294540405273,0.4576609134674072,0.36619997024536133,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,2,0.2369849681854248,0.20000386238098145,0.10074400901794434,0.1013040542602539,0.1337127685546875,0.5707015991210938,0.4720017910003662,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,2,0.1764218807220459,0.23038268089294434,0.1339247226715088,0.13477110862731934,0.13190889358520508,0.5387134552001953,0.4431018829345703,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,2,0.12919974327087402,0.20102262496948242,0.10053682327270508,0.10125732421875,0.1331188678741455,0.46334123611450195,0.36357593536376953,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,2,0.12722992897033691,0.2758514881134033,0.09698820114135742,0.19640016555786133,0.1587660312652588,0.561847448348999,0.48239612579345703,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,2,0.149061918258667,0.28342175483703613,0.10050201416015625,0.18451189994812012,0.13467788696289062,0.5671615600585938,0.46825170516967773,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,2,0.14029622077941895,0.26560425758361816,0.09415030479431152,0.17412590980529785,0.1433708667755127,0.5492713451385498,0.4577929973602295,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,2,0.14440011978149414,0.31245875358581543,0.11779594421386719,0.2096419334411621,0.15169787406921387,0.6085567474365234,0.5057399272918701,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,2,0.1839301586151123,0.2672548294067383,0.09125208854675293,0.1770951747894287,0.15614628791809082,0.6073312759399414,0.5171716213226318,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,2,0.21477890014648438,0.5133481025695801,0.08928203582763672,0.2622520923614502,0.22793078422546387,0.9560577869415283,0.7049617767333984,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,2,0.22867298126220703,0.5370888710021973,0.09531521797180176,0.274029016494751,0.22992300987243652,0.9956848621368408,0.7326250076293945,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,2,0.21426010131835938,0.5929129123687744,0.14027118682861328,0.3179349899291992,0.231734037399292,1.0389070510864258,0.7639291286468506,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,2,0.31158971786499023,0.5032529830932617,0.09172391891479492,0.26310205459594727,0.24276089668273926,1.0576035976409912,0.8174526691436768,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,2,0.319735050201416,0.5213549137115479,0.1030280590057373,0.26735520362854004,0.2181720733642578,1.0592620372772217,0.8052623271942139,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,2,0.3348398208618164,0.7770569324493408,0.09698891639709473,0.4306159019470215,0.2884712219238281,1.4003679752349854,1.053926944732666,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,2,0.48232531547546387,0.7441563606262207,0.0870661735534668,0.41663098335266113,0.2783548831939697,1.5048365592956543,1.1773111820220947,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,2,0.35585784912109375,0.7702078819274902,0.09045600891113281,0.42853808403015137,0.28281307220458984,1.4088788032531738,1.067209005355835,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,2,0.43619203567504883,0.8051090240478516,0.10017585754394531,0.43406224250793457,0.2832779884338379,1.5245790481567383,1.1535322666168213,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,2,0.36641383171081543,0.7800559997558594,0.09630084037780762,0.4312620162963867,0.342803955078125,1.4892737865447998,1.1404798030853271,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,3,0.16941022872924805,0.15410590171813965,0.15410590171813965,0.15458893775939941,0.1098630428314209,0.4333791732788086,0.43386220932006836,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,3,0.08881521224975586,0.10165095329284668,0.10165095329284668,0.10210394859313965,0.08587431907653809,0.2763404846191406,0.2767934799194336,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,3,0.12384796142578125,0.11663079261779785,0.11663079261779785,0.11724591255187988,0.09417104721069336,0.33464980125427246,0.3352649211883545,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,3,0.14662384986877441,0.1486949920654297,0.1486949920654297,0.14953017234802246,0.09049701690673828,0.3858158588409424,0.38665103912353516,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,1,3,0.13801217079162598,0.11842179298400879,0.11842179298400879,0.11904788017272949,0.08970022201538086,0.3461341857910156,0.34676027297973633,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,3,0.16783905029296875,0.18387842178344727,0.0936887264251709,0.09438300132751465,0.10763120651245117,0.4593486785888672,0.36985325813293457,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,3,0.18660306930541992,0.19352006912231445,0.1005711555480957,0.10129809379577637,0.11390376091003418,0.49402689933776855,0.40180492401123047,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,3,0.11384105682373047,0.18831610679626465,0.09469008445739746,0.09520483016967773,0.11318802833557129,0.4153451919555664,0.3222339153289795,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,3,0.13335084915161133,0.18278193473815918,0.0929107666015625,0.09418296813964844,0.11788535118103027,0.4340181350708008,0.34541916847229004,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,2,3,0.11954689025878906,0.19439911842346191,0.09747314453125,0.09831404685974121,0.1202540397644043,0.4342000484466553,0.33811497688293457,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,3,0.155106782913208,0.3344714641571045,0.1360797882080078,0.13834404945373535,0.14771509170532227,0.6372933387756348,0.4411659240722656,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,3,0.16759681701660156,0.2942984104156494,0.10517621040344238,0.10589194297790527,0.14108777046203613,0.6029829978942871,0.41457653045654297,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,3,0.16546916961669922,0.27808308601379395,0.09407496452331543,0.09468603134155273,0.14568114280700684,0.5892333984375,0.4058363437652588,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,3,0.18591809272766113,0.28613805770874023,0.10236382484436035,0.10307097434997559,0.19411420822143555,0.6661703586578369,0.48310327529907227,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,3,3,0.13727617263793945,0.3007776737213135,0.10344076156616211,0.10436725616455078,0.1459519863128662,0.5840058326721191,0.38759541511535645,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,3,0.20362305641174316,0.5266885757446289,0.09582781791687012,0.1887052059173584,0.22151398658752441,0.9518256187438965,0.613842248916626,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,3,0.22618794441223145,0.5855929851531982,0.11336183547973633,0.20845293998718262,0.2176058292388916,1.0293867588043213,0.6522467136383057,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,3,0.2503507137298584,0.569180965423584,0.11099720001220703,0.2003788948059082,0.22287702560424805,1.0424087047576904,0.6736066341400146,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,3,0.22774291038513184,0.5633213520050049,0.10401391983032227,0.20682382583618164,0.2471301555633545,1.0381944179534912,0.681696891784668,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,6,3,0.20384502410888672,0.5191752910614014,0.09325790405273438,0.17850399017333984,0.2648618221282959,0.987882137298584,0.6472108364105225,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,3,0.3489491939544678,0.9508130550384521,0.1914219856262207,0.373089075088501,0.3632800579071045,1.6630423069000244,1.0853183269500732,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,3,0.30164313316345215,0.9523468017578125,0.1497030258178711,0.33440470695495605,0.29600095748901367,1.5499908924102783,0.9320487976074219,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,3,0.3370969295501709,0.9101834297180176,0.1167609691619873,0.3082160949707031,0.34774303436279297,1.5950233936309814,0.993056058883667,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,3,0.30749011039733887,0.8889462947845459,0.14666080474853516,0.3294069766998291,0.38642406463623047,1.5828604698181152,1.0233211517333984,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
bc92785e,9,3,0.2819099426269531,0.8592278957366943,0.1263120174407959,0.29506897926330566,0.3461141586303711,1.4872519969940186,0.9230930805206299,s3://cs6650-mini-mapreduce/reduce/run-bc92785e/result.json
